LXCat, www.lxcat.net
Generated on 15 Oct 2025. All rights reserved.

RECOMMENDED REFERENCE FORMAT
- Biagi database, www.lxcat.net, retrieved on October 15, 2025.
Be aware that some databases and solvers can additionally have instructions how to reference corresponding data.
Please check below in the headers of databases.

CROSS SECTION DATA FORMAT
In downloaded files, each collision process is defined by a block consisting of
1st line
Keyword in capitals indicating the type of the collision. Possible collision types are elastic, effective, excitation,
ionization, or attachment (capital letters required, key words are case sensitive), where "elastic" is used to denote
the elastic momentum transfer cross section and where "effective" denotes the total momentum transfer cross section (sum
of elastic momentum transfer and total inelastic cross sections).  The latter is useful for solving the Boltzmann
equation in the 2-term approximation.
2nd line
Name of the target particle species. This name is a character string, freely chosen by the user, e.g. "Ar". Optionally
for excitation processes, the name of the corresponding excited state can be specified on the same line, separated from
the first name either by arrow "->" (dash + greater than) or by double-head arrow "<->" (less than + dash +
greater than), e.g. "Ar -> Ar*" and "Ar <-> Ar*", respectively. In the later case BOLSIG+ will automatically
define the inverse superelastic process, constructing the superelastic cross-section by detailed balancing, and
considering the indicated excited state as the target. In this case, the ratio of statistical weights must be input in
the 3rd line (see below).
3rd line
For elastic and effective collisions, the ratio of the electron mass to the target particle mass. For excitation or
ionization collisions, the electron energy loss (nominally the threshold energy) in eV. For attachment, the 3rd line is
missing. In case of an excitation process where an excited state has been indicated on the 2nd line using double-head
arrow "<->", the 3rd line must specify also ratio of the statistical weights of the final state to the initial state
as the second parameter in 3rd line this is needed by BOLSIG+ to calculate the de-excitation cross-section. The
statistical weight ratio, if given, will also be used by the automatic superelastics option in BOLSIG+. If this ratio is
not provided then BOLSIG+ will assume it unity.
from 4th line (optionally)
User comments and reference information, maximum 100 lines. The only constraint on format is that these comment lines
must not start with a number.
Finally
Table of the cross section as a function of energy. The table starts and ends by a line of dashes "------" (at least 5),
and has otherwise two numbers per line: the energy in eV and the cross section in m2.

xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
DATABASE:         Biagi (transcription of data from SF Biagi's Fortran code, Magboltz.)
PERMLINK:         www.lxcat.net/Biagi
DESCRIPTION:      These data were transcribed from S.F. Biagi's FORTRAN code, MagBoltz, versions 8.9 and later. The
                  exact version number is given for each species.   At this time, the Biagi database contains cross
                  sections for rare gases, for a few simple molecules, and for SF6. The transcription of cross sections
                  for other gases is in progress. These data were compiled for use a Monte Carlo simulation (or
                  multi-term Boltzmann code), but their use in a 2-term Boltzmann solver gives reasonably accurate
                  results in most cases. The the LXCat data tables do not always have the same energy resolution as the
                  original data in the MagBoltz code. This limited energy resolution can introduce small (1%)
                  differences in the calculated drift velocity at low E/N. 
                  For history and detailed notes, see http://consult.cern.ch/writeup/magboltz/ 
                  
                  Oct 2011 : update of Ar and Kr data taken from MagBoltz version 8.97 Nov 2011 : small changes in Xe
                  ionization cross sections, taken from MagBoltz v8.97
                  March 2015: cross sections for SF6 were transcribed from Magboltz version 10.6 from February 2014.
CONTACT:          email Stephen.biagi@@hotmail.co.uk
HOW TO REFERENCE: Fortran program, MAGBOLTZ, S.F. Biagi.  The version number of MAGBOLTZ from which the cross sections
                  were transcribed is provided in the comment for each species.  This version number must be included in
                  the reference.
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

************************************************************************************************************************

COMMENT: Transcribed from S.F. Biagi#039s FORTRAN code Magboltz, version 8.97, Oct 2012. Rotational (de)excitation has not yet
         be included. Please check back again soon for these additional processes. In the meantime, calculations using these
         cross sections should be limited to E/N > 1 Td.

********************************************************** N2 **********************************************************

ELASTIC
N2
 1.950000e-5
SPECIES: e / N2
PROCESS: E + N2 -> E + N2, Elastic
PARAM.:  m/M = 0.0000195, complete set
COMMENT: elastic MOMENTUM-TRANSFER CROSS SECTION.
UPDATED: 2012-10-11 02:34:55
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 1.000000e-4	1.145700e-20
 3.514217e-2	3.671700e-20
 7.151931e-2	5.147100e-20
 1.091748e-1	6.179400e-20
 1.481536e-1	7.060000e-20
 1.885022e-1	7.721800e-20
 2.302688e-1	8.263200e-20
 2.735031e-1	8.735000e-20
 3.182567e-1	9.127800e-20
 3.645831e-1	9.452100e-20
 4.125375e-1	9.775200e-20
 4.621772e-1	1.007300e-19
 5.135612e-1	1.038100e-19
 5.667511e-1	1.070100e-19
 6.218101e-1	1.097600e-19
 7.378008e-1	1.130700e-19
 1.065380e+0	1.096900e-19
 1.213095e+0	1.062400e-19
 1.540973e+0	1.123000e-19
 1.630268e+0	1.238000e-19
 1.722701e+0	1.414500e-19
 1.818383e+0	1.651500e-19
 1.917427e+0	1.893000e-19
 2.019952e+0	1.828100e-19
 2.126079e+0	2.016900e-19
 2.235937e+0	2.377500e-19
 2.349654e+0	1.930600e-19
 2.467369e+0	2.508800e-19
 2.589219e+0	1.835900e-19
 2.715352e+0	2.302500e-19
 2.845918e+0	1.782400e-19
 3.120975e+0	1.590000e-19
 3.265795e+0	1.384200e-19
 3.415704e+0	1.215500e-19
 3.570882e+0	1.111600e-19
 3.731513e+0	1.047400e-19
 3.897788e+0	1.000400e-19
 4.069907e+0	9.788100e-20
 4.248075e+0	9.503100e-20
 4.432503e+0	9.208000e-20
 4.821032e+0	8.971600e-20
 5.456542e+0	8.717400e-20
 5.918310e+0	8.532700e-20
 6.673615e+0	8.365300e-20
 8.120108e+0	8.200000e-20
 1.144515e+1	8.372300e-20
 2.138721e+1	8.161300e-20
 2.298833e+1	8.001200e-20
 2.470396e+1	7.829600e-20
 2.654229e+1	7.614900e-20
 2.851209e+1	7.378500e-20
 3.062278e+1	7.137700e-20
 3.288442e+1	6.911600e-20
 3.530781e+1	6.676000e-20
 3.790451e+1	6.473400e-20
 4.068694e+1	6.260500e-20
 4.366836e+1	6.045900e-20
 4.686301e+1	5.819600e-20
 4.854502e+1	5.701800e-20
 5.208844e+1	5.412000e-20
 5.588529e+1	5.070300e-20
 5.995369e+1	4.704200e-20
 6.431306e+1	4.398100e-20
 6.898420e+1	4.071100e-20
 7.398942e+1	3.800500e-20
 7.935261e+1	3.532400e-20
 8.217638e+1	3.391200e-20
 8.509938e+1	3.245000e-20
 8.812509e+1	3.093700e-20
 9.125714e+1	2.956000e-20
 9.785531e+1	2.725100e-20
 1.049254e+2	2.541600e-20
 1.125011e+2	2.375000e-20
 1.206186e+2	2.196400e-20
 1.248925e+2	2.102400e-20
 1.338963e+2	1.939900e-20
 1.386368e+2	1.854500e-20
 1.435440e+2	1.766200e-20
 1.486236e+2	1.674800e-20
 1.538817e+2	1.606500e-20
 1.649587e+2	1.482500e-20
 1.707908e+2	1.417100e-20
 1.768279e+2	1.356000e-20
 1.895461e+2	1.258900e-20
 1.962423e+2	1.207700e-20
 2.031738e+2	1.158800e-20
 2.103489e+2	1.113200e-20
 2.177762e+2	1.065900e-20
 2.254644e+2	1.017000e-20
 2.334229e+2	9.664300e-21
 2.416610e+2	9.140400e-21
 2.501886e+2	8.602500e-21
 2.590160e+2	8.251200e-21
 2.681535e+2	7.887500e-21
 2.776121e+2	7.511000e-21
 2.874032e+2	7.121400e-21
 2.975383e+2	6.718000e-21
 3.080295e+2	6.403200e-21
 3.188895e+2	6.110000e-21
 3.301311e+2	5.806500e-21
 3.417678e+2	5.492300e-21
 3.538134e+2	5.196800e-21
 3.662823e+2	4.957400e-21
 3.791894e+2	4.709600e-21
 3.925501e+2	4.453000e-21
 4.063803e+2	4.219400e-21
 4.206965e+2	4.016100e-21
 4.355158e+2	3.805700e-21
 4.508559e+2	3.590800e-21
 4.667351e+2	3.419300e-21
 4.831724e+2	3.241700e-21
 5.001872e+2	3.058600e-21
 5.178000e+2	2.924700e-21
 5.360318e+2	2.786200e-21
 5.549043e+2	2.642700e-21
 5.744399e+2	2.494300e-21
 5.946621e+2	2.340600e-21
 6.155950e+2	2.220500e-21
 6.372635e+2	2.110000e-21
 6.596934e+2	1.995600e-21
 6.829116e+2	1.877200e-21
 7.069458e+2	1.765700e-21
 7.318245e+2	1.678600e-21
 7.575776e+2	1.588500e-21
